Text,Sentiment
à¦Ÿà¦¾à¦•à¦¿ à¦®à¦¾à¦›à§‡à¦° à¦ªà§à§œà¦¿à¦° à¦•à¦¥à¦¾ à¦à¦–à¦¨à§‹ à¦†à¦®à¦¾à¦° à¦®à¦¨à§‡ à¦†à¦›à§‡ ! à¦¸à§à¦¸à§à¦¬à¦¾à¦¦à§ à¦–à¦¾à¦¬à¦¾à¦° à¦¤à¦¾à¦“ à¦¸à§à¦²à¦­ à¦®à§à¦²à§à¦¯à§‡ ! à¦à¦• à¦•à¦¥à¦¾à§Ÿ à¦…à¦¸à¦¾à¦§à¦¾à¦°à¦¨ !,1
à¦–à¦¾à¦¨ à¦¹à§‹à¦Ÿà§‡à¦²à§‡à¦° à¦Ÿà¦¾à¦•à¦¿ à¦®à¦¾à¦›à§‡à¦° à¦ªà§à§œà¦¿ à¦à¦•à¦•à¦¥à¦¾à§Ÿ à¦…à¦¸à¦¾à¦§à¦¾à¦°à¦¨ à¦à¦¬à¦‚ à¦¦à¦¾à¦®à¦“ à¦…à¦¨à§‡à¦• à¦•à¦®à¥¤ à¦ªà§à¦°à¦¾à¦¨ à¦¢à¦¾à¦•à¦¾à¦° à¦à¦¤à¦¿à¦¹à§à¦¯à¦¬à¦¾à¦¹à§€ à¦–à¦¾à¦¬à¦¾à¦°à§‡à¦° à¦®à¦§à§à¦¯à§‡ à¦à¦–à¦¾à¦¨à¦•à¦¾à¦° à¦Ÿà¦¾à¦•à¦¿ à¦®à¦¾à¦›à§‡à¦° à¦ªà§à§œà¦¿ à¦…à¦¨à§à¦¯à¦¤à¦®à¥¤ :D,1
You guys serve amazing food....thank you for breaking shyamoli square's usual quality chain. long way to go <3,1
"I loved their foods , environment n service. Long way to go <3",1
"Good food,taste amazing",1
loved there food really awesome.,1
Best in the city,1
Too deliciousï¿½ï¿½,1
yummy :*,1
ï¿½ï¿½ï¿½,1
"Environment, food, behaviour everything so good",1
Best place in mohammadpur for pizza and burger. each and every week I go there with my friends and cousins. they become very happy after eating their pizza and burger. best test with low price. I cordially invite you guys for this place for healthy food.... as a new cafe they did very good job. very well menard they have.,1
I am pretty much pleased with food quality & service. Tasted their Chicken Smoked BBQ burger and Beef Naga Bluster burger. As it was buy one get one free so size was ok but for regular price it's high.Better try to improve your burger size. :) Wishes! ï¿½,1
Awesome place for Pizza... Really loved their special one.,1
food is quit good and healthy. I have been there 3 times and it was friendly and quick service at all times. Excellent service and nice atmospheres. serveral variations on food item. simply love it.,1
Best pasta in town !!! <3 ^_^ No doubt :D :D Every ingredient was very fresh and the pasta had lots of cheese !!! <3,1
It's a nice place and their food quality is very good... love it..,1
Very good burger i ever eat.. pizza and burger both are there signature food... ï¿½ They are introduced STEAK first time in mohammadpur. Best in mohammadpur... Thumbs up!!! Best service... Really you guys are know how to deal a customer... nice interior.. clean and clear environment...... Recommended:,1
Atmosphere of this place is very friendly plus good serve of food. We will be back again.,1
Excellent food with best service in very good environment.. Specially their pizza is mind blowing,1
This place is nice.Their set menu(11-spicy big bite)was awesome.Bbq chicken steak and chicken cashew nut salad is must try item.,1
Came here 1 times (including today). My wife likes chowmein there. Its really nice. Tastes good. Service is good. Near to my home. I go frequently there... you can visit there too.,1
Best place to hangout! The food is AWESOME and affordable. The place and the environment is Good. Satisfying hospitality.,1
"Excellent food quality, specially the pizza and lemonade. I loved the food. it was so tasty.",1
This people are awesome Their environment and their behaviour was satisfying and amazing and special Thanks for the discount offer Food was also good and cheap rate,1
"Excellent! Burger is too good, i love the taste.. Make a price little brit less would be much better :)",1
nice place with quality service n good environment for hangout with friends...,1
Excellence with the quality and nice mannerisms really the bench mark of the bexi Cafe indeed.,1
"Sei maja Mamu Khali khaite Mon chai, Best quality food service , nice environment. I love that cafeï¿½",1
The foods r delicious & tasty.i loved to eat their food all the time when i go there.,1
really just amazing all of food... reasonable rate nd yummy also.. I like it...,1
DO bring back that 99 taka burger offer again at some point!,1
Place is awesome All food r just mouth watering specially their pasta ï¿½ 10/10,1
Bexi Cafe Food is my favourite and healthy. service is very friendly and quick.i like Bexi cafe...,1
Nyc place & awesome foods .. service is also nyc.. I'm loving it..,1
Excellent service and food quality. .......environment is outstanding,1
"Loved it... wonderful environment, service was good, people are very friendly, food was delicious ðŸ˜‹",1
Bexi Cafe Food is my favourite and healthy. service is very friendly and quick.,1
Specially their service. WOW... Food & environment are also good.,1
I am happy with their service... chicken chowmein and Italian pasta just awesome...,1
Their hospitality was awesome ï¿½. I will definitely visit again with my FNFs. Good One team Bexi Cafe ï¿½,1
"such a nice and delicious food,everyone can taste their food",1
onk yummy food...pizza burger pasta shobi onek valo legese.,1
Loved the food and environment . keep it up.,1
Had BBQ pizza & Margarita pizza taste was great....ï¿½,1
Yummy Burgers! Service is very good and quick...!!!,1
BBQ pizza ta valo chilo.. kheye moja paiche.. just awesome...,1
First experience...food and service both were good..I hope they maintain the standard,1
Pizza offer!!! Just loved the test.. Keep it on.. .ï¿½,1
oy bulubulubulubulubulubulubulubulubulubulubulubulu,1
a very warm wishes for BEXI CAFE.. they know satisfied ther customers.. they always treat there customer as honorable guest... I can't say about food.. they are the best..,1
"We love Bexi Cafe... for their food, environment, food price, service..... etc...etc",1
I love the all food they made... they are tremendous,1
"Thanks to ALLAH... at last a best restaurant I have ever seen in mohammadpur, There each and every food is so delicious.. and authentic.. please must try everyone.. 1 hit item they have.. as I say.. there signature foods are...... Pizza ***** Pasta ***** Burger ***** Steak ***** Set Menu ***** Bexi Cafe.. your are the Best",1
"Food,environment and specially the behavior was great ^_^",1
taste your special pasta and four seasion pizza.........all was awesome.. :),1
Gd service Gd manner Natural gd N N ... Pizza yammyyyy Testy ï¿½ï¿½ï¿½,1
à¦†à¦¨à§à¦¤à¦°à¦¿à¦•à¦¤à¦¾ à¦­à¦¾à¦²à§‹ à¦²à§‡à¦—à§‡à¦›à§‡à¥¤ à¦†à¦¬à¦¾à¦°à¦“ à¦†à¦¸à¦¬à§‹ à¦…à¦¬à¦¶à§à¦¯à¦‡à¥¤ ðŸ™‚ #keepitup (y),1
à¦¸à¦¬à¦¾à¦° à¦¬à§à¦¯à¦¬à¦¹à¦¾à¦° à¦­à¦¾à¦²à§‹ à¦®à¦¾à¦¨à¦¤à§‡ à¦¹à¦¬à§‡ à¦ªà§à¦°à¦¥à¦®à§‡à¦‡.... à¦–à¦¾à¦¬à¦¾à¦° à¦­à¦¾à¦²à§‹ à¦¬à¦¿à¦¶à§‡à¦· à¦•à¦°à§‡ à¦ªà¦¿à§Žà¦œà§à¦œà¦¾ |,1
Great place to hang out. I really appreciate their hospitality.,1
Food was yam yam yam....... Behave is also good ï¿½,1
place nd environment is nice..they're well behaved actually I really liked it..food is very testy specially bbc pizza..keep it upï¿½ï¿½ï¿½,1
Best food in town. Worth buying four season pizza (L) Really amazing place service is also good.,1
Very well mannered. Tries their best for customer satisfaction. Food is good. Loved their four season pizza ï¿½ Wish you guys all the best !!!,1
loved the pizza. it was really good & tasty full with toppings. interior was also nice. they're behavior was also good. recommended,1
"Well, if you are searching for a combo of behaviour and food with environment then this place should be your first choice.. Their humbleness will surely make you come again to this place. Keep it up Bexi Cafe. Your management will be an icon for everyone else in the market soon. :)",1
à¦–à¦¾à¦¬à¦¾à¦°à§‡à¦° à¦®à¦¾à¦¨ à¦“ à¦ªà¦°à¦¿à¦¬à§‡à¦¶à¦¨à¦¾ à¦†à¦²à¦¹à¦¾à¦®à¦¦à§à¦²à¦¿à¦²à§à¦²à¦¾à¦¹ à¦–à§à¦¬à¦‡ à¦­à¦¾à¦²à§‹ à¥¤ à¦–à¦¾à¦¬à¦¾à¦°à§‡à¦° à¦¦à¦¾à¦® à¦¹à¦¾à¦¤à§‡à¦° à¦¨à¦¾à¦—à¦¾à¦²à§‡ à¥¤ à¦–à¦¾à¦¬à¦¾à¦°: 10/9 à¦ªà¦°à¦¿à¦¬à§‡à¦¶:10/10 à¦¦à¦¾à¦®: 10/9 ... à¦¬à¦¿à¦¶à§‡à¦· à¦¦à§à¦°à¦·à§à¦Ÿà¦¬à§à¦¯ : à¦ªà¦¿à¦œà¦¾ à¦¤à§‡ à¦à¦–à¦¨ à¦…à¦«à¦¾à¦° à¦šà¦²à¦›à§‡ à¥¤,1
The restaurant who cares about quality ultimately they are caring about their customers. Cafe crush is doing this thing exactly. So I believe if they continue their loyalty then this will be the main asset for the long run.,1
The place for quality food with the great test. I crush on cafe crush!,1
"We had total 10 burgers with the BUY ONE GET ONE FREE offer and all of them were so good. The patty was well marinated , the bun was soft and the whole burger was so juicy we had to order one after another :3 Their behavior is good and friendly as well. Highly recommend it ! :D (Y)",1
food is first class you have you try it to believe it,1
"Itâ€™s burger greatness in the most primitive way, large enough to satisfy any hungry burger boy or girl, impossibly juicy and flavorful as can be. The cheese, Vermont Cheddar, adds the flavor it needs to, but could be more melted, although thatâ€™s a recurring problem with most burgers and the cheese that sits atop them in this city. The fries are delicious as well, golden, crispy and beautifully salty, what more do you want?",1
"The Burger patty is really good. Their french fries, the drinks and even pizzas those i had hands on are a taste for the mouth. Well-mannered waiters are there to serve and assist if anything arises to occasion. And If you are wondering about Halal which you should especially in a place like ours, they have these issues covered.Overall, it's a Good Pass from me.",1
I tried chicken cheese burger.it was good. it has a smokey barbecue flavor.quality & service also good enough.,1
Best Thai soup and wonton!! Totally recommend it ï¿½,1
Food quality is best.. so delicious.. but the stall should be more big and enough specious for accommodation at Dhanmondi branch beside Anwar Khan Medical,1
Food was just awesome... It was so much delicious...Maybe the quantity of food was not enough...The service was also good...,1
It was an outstanding snacks from them. Got everything okay like the menu and they served in time. Taste was Nice and delicious...! (y),1
"Price is good, taste even better. The soup and grilled beef sandwich are my favourites. Haven't tried the rest, but looking forward to it.",1
"Simply Awesome, the most authentic burger in town",1
Maybe I'm the customer of AB from when it was born. Me n my family just Love AB.,1
"Well decoration,suitable place for enjoying with friends & delicious food...",1
My baby is a lover of American Burger.when he come to dhaka never forget to go there.,1
Foinni banae dise Amare :( AB is responsible for me being bankrupt at 23 :/,1
yeah that was Awesome. I loved the taste of this Burgee,1
Awesome... I enjoyed superbly... I was amazing from me,1
Nothing to say cause I love Burger & I prefer AB among all......ok...ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1
<3,1
keco bolar nai!..................!.................,1
Thank you very much....,1
Just Awesone taste nd service,1
.,1
Good ï¿½,1
Almost every day i go to kfc.they have very good service and the envoirment of kfc is nice.people says that there food is not good for health but the people are wrong they also give a view of there kitchen and etc so dont believe on the rumors.thank you,1
I like kfc Bangladesh all time firing eating it,1
It's awesome,1
Just So Good Specially Gril Chicken which is unique & truly finger liking test,1
Awesome taste. Very good employee friendly behaviour,1
"Good KFC Shop Bangladesh I am Monjur Uddin From: Chowk bazar, dhaka",1
"it's very good and healthful food items, I like and loving it.",1
à¦šà¦Ÿà§à¦Ÿà¦—à§à¦°à¦¾à¦®à§‡ à¦° à¦²à¦¾à¦²à¦–à¦¾à¦¨ à¦¬à¦¾à¦œà¦¾à¦° à¦ à¦…à¦¬à¦¸à§à¦¤à¦¿à¦¤ Kfc à¦° à¦‰à¦¦à§à¦¬à§‹à¦§à¦¨ à¦¥à§‡à¦•à§‡ à¦†à¦®à¦°à¦¾ à¦ªà§à¦°à¦¾ à¦ªà¦°à¦¿à¦¬à¦¾à¦° à¦¨à¦¿à§Ÿà¦®à¦¿à¦¤ à¦—à§à¦°à¦¾à¦¹à¦•à¥¤à¥¤à¥¤à¥¤à¥¤à¦§à¦¨à§à¦¯à¦¬à¦¾à¦¦ kfc à¦ªà¦°à¦¿à¦¬à¦¾à¦°,1
I am interested to open a branch in Khulna city.so tell me how can I open KFC branch in khulna.,1
Chicken was really good. Delivery was super fast,1
hi c. ccccccccc.,1
Great food and good service. ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1
Me n my husband just love KFC chkn.... <3 <3 Gulshan 1 KFC was like our 2nd home.... :D,1
"Their service improves during this RAMADAN. Chickens are good, they improved their taste. No idea in the ""Zinger"" section. Even the floor manager was at their best. Just asked for a thin and VoilÃ  it'll appear in front of you in a moment. But still the behavior of their cashier should be more realistic, more human like. And also they need to put chairs and tables at a distance. It's like a fish market along with putting some kind of door or barrier for separating the Kids zone. The sound was harrowing. Thanks kfc Bangladesh.",1
I think the best qualityfull foods in Lalbagh Area,1
food is good,1
"Today I ordered Bollywood chicken cheese burger and french fries taste like fresh and yummy,Later order Chicken DOM briyani it's mouth watering taste.go ahead ........Shawarma house Wari branch.....",1
I love shawarma House Wari 01728949039. It's fresh & delicious food in Bangladesh. It's best,1
My favourite place since my birth!! always love the all foods from Shawrma house :),1
Favourite place,1
"This restaurant is famous for their Chinese & thai Thalis.,,,fried rice with chicken curry is just waaao! This really deserves praise! The are good on their services...nice restaurant & environment.excellent food & stuff behave is so cool.I like it so much...ï¿½ï¿½",1
nice restaurant & environment.excellent food & stuff behave is so cool.I like it so much.,1
"Actually, I have no idea about any other restaurant like Royal village that's why I could not compare.But I would like to say atmosphere of this restaurant and quality of food were good.... Especially I would like to give thanks to the authority of this restaurant for established such restaurant in Manik Nagar",1
"Royal village is awesome but party ar jonno set menu ghulo available kora dorkar....we are bored set menu which contains fride rice,chicken curry, chicken fry...party ar jonno jai set menu ghulo ase Oi ghulo available kora dorkar shobar jonno....",1
"I really liked the restaurant especially the atmosphere where everything was calm and peaceful and perfect for enjoying a family dinner.The food quality and the service was excellent.Really liked the Choumen,Rice and Chicken.Hope to visit it again soon...!!!",1
"à¦…à¦¸à¦®à§à¦­à¦¬ à¦­à¦¾à¦²à§‹ à¦à¦•à¦Ÿà¦¾ à¦ªà¦°à¦¿à¦¬à§‡à¦¶,,,,à¦–à¦¾à¦¬à¦¾à¦° à¦à¦° à¦®à¦¾à¦¨ à¦“ à¦­à¦¾à¦²à§‹....",1
well decorated restaurant. the interior design really nice. our area become popular day by day. i hope that the food also delicious as like design.,1
"well decorated restaurent, the food is tasty as like design. service is very good. they provide cute return #giftstobabys, that's so cute.",1
Its environment is very cool and fress....really Awsome place and its foods are too much Testy....And its devoration are very fantastic.,1
It's really amazing place In area no seen just like environment Royal Village will be popular day by day If their maintain good service &food quality,1
Just loved the hospitality....... The food was good.... But the most important point was the behaviour.... And its 10 out of 10....,1
"those who journey by starline from dhaka or to dhaka, should go for a little bit in this restaurant for refreshment, as I saw their service is very good",1
awesome place nd supper food quality. bt price level is little high.....,1
à¦®à¦¾à¦²à¦¿à¦¬à¦¾à¦— à¦¥à§‡à¦•à§‡ à¦¯à¦¾à¦¤à§à¦°à¦¾à¦¬à¦¾à§œà§€ à¦ªà¦°à§à¦¯à¦¨à§à¦¤ à¦¯à¦¤à¦—à§à¦²à§‹ à¦°à§‡à¦¸à§à¦Ÿà§à¦°à§‡à¦¨à§à¦Ÿ à¦—à¦¿à§Ÿà§‡à¦›à¦¿ à¦¤à¦¾à¦° à¦®à¦§à§à¦¯à§‡ à¦…à¦¨à§à¦¯à¦¤à¦® à¦à¦Ÿà¦¾ à¦†à¦œ à¦¨à¦¾ à¦—à§‡à¦²à§‡ à¦¤à¦¾ à¦¬à§à¦à¦¤à§‡ à¦ªà¦¾à¦°à¦¤à¦¾à¦® à¦¨à¦¾à¥¤ à¦¸à¦¤à§à¦¯à¦¿à¦‡ à¦­à¦¿à¦¤à¦°à§‡à¦° à¦¸à§à¦¨à§à¦¦à¦°à§à¦¯ à¦…à¦¨à§‡à¦• à¦†à¦•à¦°à§à¦·à¦¨à§€à§Ÿà¥¤ à¦–à¦¾à¦¬à¦¾à¦°à§‡à¦° à¦®à¦¾à¦¨ à¦Ÿà¦¾à¦“ à¦…à¦¨à§‡à¦• à¦­à¦¾à¦² à¦›à¦¿à¦²à¥¤ à¦¦à¦¾à¦®à¦“ à¦¤à§à¦²à¦¨à¦¾à¦®à§à¦²à¦• à¦…à¦¨à§‡à¦• à¦•à¦®à¥¤,1
Awesome decoration & Nice presenting. Standard Quality & quantity of item too.... Thanks a lot for establish that restraint in Maniknagar. May Allh shine your business Inshallah.,1
Sob chay valo lagar fact holo okhane sobai e onk valo bhv kore..! Set menu jodi aro thkto best hoto..ï¿½,1
"1 word = Great! :) Excellent decorated, Tasty foods, Reasonable, Well behavior. Hope you would maintain the same quality. Well done and best of luck ""ROYAL VILLAGE""",1
Had a Official Family Get Together with Appx.11 Members. Foods are Good & there is a small Kid's Play Zone. Well Decorated & good Staffs..,1
"Xooossss decoration resturent in komolapor maniknogor area,, I love itt,,we are enjoy last dayy,,ï¿½ï¿½ï¿½ï¿½ï¿½",1
We are found some ordinary in royal village restaurant pls come and check,1
It's a very nice place......... ......,1
"Food, environment and service everything izz good ! ï¿½",1
à¦†à¦®à¦¾à¦° à¦ªà¦šà¦¨à§à¦¦ à¦®à¦¾à¦¨à§à¦·,1
I am very much pleased with the sevices of Hotel Faruk. The speciality of them is they understand you and your reqirements also. Even they never been back footed to give you any good advices on the based of your sutuation. The quality of food is awsome....:) Wish you all the very best always....,1
Just using one word...... wow!!! food was really yammy!!!!!,1
I am very much pleased with the sevices of Hotel. price er tulonai khabarer test just wowwwwwwwwwwwwww !!!!!,1
Breakfast......,1
Superb....Sai rokom Faruk bhai ********,1
à¦–à¦¾à¦¬à¦¾à¦°à§‡à¦° à¦®à¦¾à¦¨ à¦–à§à¦¬à¦‡ à¦®à¦¾à¦¨à¦¸à¦®à§à¦®à¦¤à¥¤ à¦ªà§à¦°à¦¾à¦¨ à¦¢à¦¾à¦•à¦¾à¦° à¦Ÿà§‡à¦¸à§à¦Ÿ à§§à§¦à§¦% à¦ªà§‡à§Ÿà§‡à¦›à¦¿à¥¤ à¦†à¦¬à¦¾à¦°à§‹ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦–à¦¾à¦¬à¦¾à¦° order à¦•à¦°à§‡ à¦–à¦¾à¦“à§Ÿà¦¾à¦° à¦œà¦¨à§à¦¯ à¦¨à¦¿à¦œà§‡à¦°à¦¾à¦‡ à¦…à¦ªà§‡à¦•à§à¦·à¦¾à§Ÿ à¦¥à¦¾à¦•à¦²à¦¾à¦® ï¿½. Best of luck ï¿½,1
à¦…à¦¨à§‡à¦• à¦­à¦¾à¦² à¦®à¦¾à¦¨à§‡à¦° à¦°à§‡à¦·à§à¦Ÿà§à¦°à§‡à¦¨à§à¦Ÿà¥¤ à¦†à¦®à¦¿ à¦¬à§à¦¯à¦•à§à¦¤à¦¿à¦—à¦¤à¦­à¦¾à¦¬à§‡ à¦­à¦¾à¦² à¦ªà§‡à§Ÿà§‡à¦›à¦¿à¥¤à¦¯à¦¤à¦¬à¦¾à¦° à¦¸à§à¦¯à§‹à¦— à¦ªà¦¾à¦¬ à¦¤à¦¤à¦¬à¦¾à¦° à¦†à¦¸à¦¬à§‹à¥¤à¦§à¦¨à§à¦¯à¦¬à¦¾à¦¦ à¦«à¦¾à¦°à§à¦• à¦­à¦¾à¦‡,1
Bhalo khan Bhalo thakun...........ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1
A realy good service and well behaved staff...a mordern standard bar in Dhaka.....I realy like the coctails foods an all the other service....hope you guys will keep up this standard..Best of luck :),1
Amazing foods with reasonable price. Collection of liquor just wow! Finally atmosphere & service was too good.,1
"good ambiance, good food, good place, will be coming here more often! :)",1
It's a place wht I want .... Perfect for chilling ðŸºðŸº,1
Good Food ï¿½ And it makes my mood Goodï¿½ I just love Ordering Burgerâ€™s from hereï¿½ Regular Chicken ï¿½ cheese ï¿½ Burger ï¿½ will be ï¿½my favorite forever,1
Perfect for hangout those who like to hangout with friends and have tasty food which worth the value of money. Their fries and steak is a perfect combo to have for a quick meal. The service is very good and fast. Highly recommended for everyone..,1
..Visited them for tasting..But I must admit..Definitely you will re-visit them for several times after going once..From burgers to chicken wings every single food item has got real quality and its delicious..Just loved it..:),1
the food is awesome and tasty.The taste is excellent.And the guys are so friendly.,1
Visited #FoodIncbd today. I must admit the quality and unique tastes of the foods. I couldn't resist the temptation to try 3 of it's items. Wishing the venture all the very best! BTW... I'm gonna try rest of the items for sure!,1
Sooo yummy yummy foods!! I just loved it!!,1
Perfect place to hangout.Tasty food with friendly stuff.,1
Probably the best unlimited burger offer in Dhanmondi,1
Loved the foods! *_* highly recommended.,1
Food is good and good value for money. Nothing less than a fancy restaurant taste. Highly recommended.,1
The food is amazing. Very delicious and the price is also reasonable. The service was great too.,1
Never had an amazing chicken steak in a Cart before!!! Amazing..!!! Hats off,1
All the items are super yummy!! a must try food place for everyone.,1
Very tasty foods and good customer service! I really loved it!,1
Burgers everywhere,1
"Tasty,Healthy,hygienic & amazing qualitys of food served with blissful service..",1
In one word just too awesome food and affordable.,1
"Very tasty,mouth watering foods.!.definitely go repeatedly,!",1
Damn ï¿½Can't wait to have their foodï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1
The chicken wings are to die for ï¿½ï¿½ Hot and spicey. Worth every penny. And the crazy potato platter is crispy to the perfection ï¿½. Definitely would order it again and again :) The owner and the staffs are very welcoming ï¿½ï¿½,1
"Their ""Pad Kee Mao"" is the best of the townï¿½ It's a Thai noodles with prawn, chicken, cashwenuts and an wonderful aromatic flavour. And on an addition Quantity is very good. Wings are in 4 different flavors with two types of yummy sauce and Potato rolls are also tasty with a very reasonable price.",1
Surprisingly good wings. It was fresh with two side sauces. Must try. Definitely will visit again.,1
Best wings and potatoes at such a reasonable price ï¿½ Will be visiting soon again ï¿½,1
Loved the yummy potatoes and mouth watering wings. Pad kee mao was also delicious. Looking forward to visit again...,1
Best food @low cost. Loved it. ï¿½,1
Best wings and potatoes.,1
xx,1
ï¿½ï¿½ï¿½,1
Food gula Onk tasty.....,1
One of the best Chinese Food items I ever had in Dhaka. Food quality was scrumptious. The decoration is quite unique which is eye catching. The environment was welcoming and the behavior of the staff were very friendly.,1
This Restaurant Looking Excellent. Any body want to fresh mind I suggest go there and feel you that you in Haven now.,1
oh delicious food.,1
"NICE PLACE NIC FOOD NICE DECORATION, I LOVE IT LOL",1
"I have spend my best time in Lalbagh with all my buddies, and must mention few names, Shapon who was and is there for me all the time, Lalon & Rony my school buddies, few more with whom I cherish my sport life since childhood. I must mention the name of my Coach Jahangir bhai from Lalbagh who taught me football, my Tutor Sayeed Sir, Mehdi Sir who taught me discipline of life. There are so many good things from Lalbagh. Proud to be a Lalbagh boy.",1
nothing to say about it for more becouse this my plce and it's definitely 10000000 more batter Than To others area in the world Thats all for us ...,1
"Grow up here and it still provide my living needs of modern Life. From out side it might shows dirty, overcrowded area sick to live on but it has some unique things to offer it's resident... And historical data show this is a place having important role to develop current Dhaka City! So come, experience the differences of environment right on heart of a country",1
Pride makes us artificial and humility makes us real. Puran Dhaka mane valobasha ï¿½ï¿½ï¿½,1
"It's my birth place where I have spent my whole life and hope I will be here for life time. In sha allah. Love this place, people, culture and everything...",1
lalbag kella is the most importent place for our new genartion.............. because its provied our past history .....after all lalbag is so good place ....i love this place....,1
"Lalbag my love,my father lalbag,my mother lalbag,and my grand father,grand mother lalbag,I was born lalbag,we r also proud my borning ereas.lalbah fort,ahsan manzil,burigonga river and many historical heritage ereas have there lalbag,lalbag my jaan,I really love my born ereas......",1
Lalbag have a ï¿½ greatest & glorious history. We are proud of this place...,1
Born and Brought up All in Lalbagh .Love to be here and love to die in Lalbagh.My last address will be Azimpur Graveyard,1
Amazing and historical place,1
"i just never seen bfore,its a wsam n peacefull plece of historic in ever.its most beautiful things da masqui.i just ï¿½ it.",1
Heritage that represent history of Dhaka. Need to be more care.,1
I like old town ilike lalbagh then I love testy food,1
its my place .. loved it... its feeel me proud n own.. I love my area..ï¿½ï¿½,1
my childhood place & i really love old Town & Also i live in old town :),1
"People who don't love OLD DHAKA please Get out from here,, we are already over crowded for you, Thank You",1
"It's a peaceful place to visit. Everyone go to visit Old town, Lalbag who never been....",1
"So Inlove so beautiful place.....It's truly magnificent,,,",1
"I love this place forever, Like this place forever #PuranDhaka",1
I loved Old Dhaka and Lalbag Kellha is one of the most important thing. It's a proved our history.,1
I used to visit my friends in Lalbag.... I Loved that place...!!!,1
amader abar review kiser. all time best loved place.,1
Lalbag is an Amazing place.I just never seen before.,1
Awesome place I just like... Its focus our history,1
It's just Awesome place... & Also our puran Dhaka's Proud.,1
It's awesome nd memorable place for me can't expln,1
Lalbagh has a monumental value of its own.,1
Old town means town which built by fighter of 1971,1
action.....................................................,1
#Childhood memories r there ... ï¿½ #Abr jigay ...... ï¿½ï¿½,1
LALBAGH IS FMAOS FOR LALBAGH FORT FROM MUGHOL PRIOD. MOST OF THE PEOPLES OF LALBAGH ARE GOOD AND FRIENDLY.,1
